City,County,Type,Zip,latitude,longitude
Pensacola,Escambia,Standard,32502,30.474288,-87.225691
Pensacola,Escambia,Standard,32503,30.447997,-87.20727
Pensacola,Escambia,Standard,32504,30.48787,-87.18937
Pensacola,Escambia,Standard,32505,30.441994,-87.25472
Pensacola,Escambia,Standard,32506,30.408807,-87.31919
Pensacola,Escambia,Standard,32507,30.360887,-87.33451
Pensacola,Escambia,Standard,32508,30.355477,-87.29035
Pensacola,Escambia,Unique,32509,30.464324,-87.340262
Pensacola,Escambia,Unique,32511,30.61428,-87.275772
Pensacola,Escambia,Unique,32512,30.394327,-87.299129
Pensacola,Escambia,P.O. Box,32513,30.557064,-87.259592
Pensacola,Escambia,Standard,32514,30.527195,-87.21485
Pensacola,Escambia,P.O. Box,32516,30.61428,-87.275772
Pensacola,Escambia,Unique,32520,30.412377,-87.203543
Pensacola,Escambia,Unique,32521,30.61428,-87.275772
Pensacola,Escambia,P.O. Box,32522,30.61428,-87.275772
Pensacola,Escambia,P.O. Box,32523,30.61428,-87.275772
Pensacola,Escambia,P.O. Box,32524,30.61428,-87.275772
Pensacola,Escambia,Standard,32526,30.479002,-87.31996
Bagdad,Santa Rosa,P.O. Box,32530,30.598564,-87.031496
Baker,Okaloosa,Standard,32531,30.8752,-86.68607
Cantonment,Escambia,Standard,32533,30.600993,-87.31979
Pensacola,Escambia,Standard,32534,30.526345,-87.27734
Century,Escambia,Standard,32535,30.969066,-87.30604
Crestview,Okaloosa,Standard,32536,30.760184,-86.58533
Milligan,Okaloosa,P.O. Box,32537,30.741965,-86.655208
Paxton,Walton,P.O. Box,32538,30.970853,-86.311093
Crestview,Okaloosa,Standard,32539,30.757479,-86.51088
Destin,Okaloosa,P.O. Box,32540,30.661155,-86.594479
Destin,Okaloosa,Standard,32541,30.391795,-86.4338
Eglin AFB,Okaloosa,Standard,32542,30.457156,-86.55081
Hurlburt Field,Okaloosa,Standard,32544,30.464755,-86.64643
Fort Walton Beach,Okaloosa,Standard,32547,30.447248,-86.62113
Fort Walton Beach,Okaloosa,Standard,32548,30.414932,-86.61992
Fort Walton Beach,Okaloosa,P.O. Box,32549,30.661155,-86.594479
Miramar Beach,Walton,Standard,32550,30.381934,-86.359508
Pensacola,Escambia,Unique,32559,30.356287,-87.277307
Gonzalez,Escambia,P.O. Box,32560,30.581825,-87.292918
Gulf Breeze,Santa Rosa,Standard,32561,30.375469,-87.09013
Gulf Breeze,Santa Rosa,P.O. Box,32562,30.659159,-87.04972
Gulf Breeze,Santa Rosa,Standard,32563,30.659159,-87.04972
Holt,Okaloosa,Standard,32564,30.717437,-86.77075
Jay,Santa Rosa,Standard,32565,30.902015,-87.13267
Navarre,Santa Rosa,Standard,32566,30.435069,-86.89025
Laurel Hill,Okaloosa,Standard,32567,30.945123,-86.43749
Mc David,Escambia,Standard,32568,30.878449,-87.47861
Mary Esther,Okaloosa,Standard,32569,30.409902,-86.71497
Milton,Santa Rosa,Standard,32570,30.70969,-87.01098
Milton,Santa Rosa,Standard,32571,30.627637,-87.16724
Milton,Santa Rosa,P.O. Box,32572,30.659159,-87.04972
Molino,Escambia,Standard,32577,30.743945,-87.34872
Niceville,Okaloosa,Standard,32578,30.500901,-86.45335
Shalimar,Okaloosa,Standard,32579,30.444975,-86.57331
Valparaiso,Okaloosa,Standard,32580,30.507047,-86.49702
Milton,Santa Rosa,Standard,32583,30.58149,-87.00178
Niceville,Okaloosa,P.O. Box,32588,30.661155,-86.594479
Pensacola,Escambia,P.O. Box,32591,30.61428,-87.275772
Gainesville,Alachua,Standard,32601,29.653195,-82.3244
Gainesville,Alachua,P.O. Box,32602,29.629887,-82.396567
Gainesville,Alachua,Standard,32603,29.653145,-82.3469
Gainesville,Alachua,P.O. Box,32604,29.573293,-82.397904
Gainesville,Alachua,Standard,32605,29.676006,-82.36889
Gainesville,Alachua,Standard,32606,29.681426,-82.41502
Gainesville,Alachua,Standard,32607,29.646189,-82.39658
Gainesville,Alachua,Standard,32608,29.611545,-82.3941
Gainesville,Alachua,Standard,32609,29.713911,-82.29591
Gainesville,Alachua,Unique,32610,29.681312,-82.353862
Gainesville,Alachua,Unique,32611,29.681312,-82.353862
Gainesville,Alachua,Unique,32612,29.681312,-82.353862
Gainesville,Alachua,P.O. Box,32614,29.681312,-82.353862
Alachua,Alachua,Standard,32615,29.801949,-82.48872
Alachua,Alachua,P.O. Box,32616,29.790674,-82.49351
Anthony,Marion,Standard,32617,29.315961,-82.10092
Archer,Alachua,Standard,32618,29.517277,-82.54518
Bell,Gilchrist,Standard,32619,29.764553,-82.87062
Bronson,Levy,Standard,32621,29.447069,-82.60452
Brooker,Bradford,Standard,32622,29.896156,-82.30358
Cedar Key,Levy,Standard,32625,29.178171,-83.02243
Chiefland,Levy,Standard,32626,29.453178,-82.86837
Gainesville,Alachua,P.O. Box,32627,29.681312,-82.353862
Cross City,Dixie,Standard,32628,29.630964,-83.1148
Earleton,Alachua,Standard,32631,29.730413,-82.097095
Evinston,Alachua,P.O. Box,32633,29.681312,-82.353862
Fairfield,Marion,P.O. Box,32634,29.35089,-82.27648
Gainesville,Alachua,P.O. Box,32635,29.681312,-82.353862
Gulf Hammock,Levy,P.O. Box,32639,29.231843,-82.72965
Hawthorne,Alachua,Standard,32640,29.601599,-82.0309
Gainesville,Alachua,Standard,32641,29.648594,-82.28621
High Springs,Alachua,Standard,32643,29.823616,-82.60407
Chiefland,Levy,P.O. Box,32644,29.460221,-82.855334
Horseshoe Beach,Dixie,Standard,32648,29.458513,-83.27604
Gainesville,Alachua,Standard,32653,29.735832,-82.39008
Island Grove,Alachua,P.O. Box,32654,29.459973,-82.10819
High Springs,Alachua,P.O. Box,32655,29.817457,-82.60064
Keystone Heights,Clay,Standard,32656,29.788679,-82.00421
La Crosse,Alachua,P.O. Box,32658,29.845122,-82.39845
Lochloosa,Alachua,P.O. Box,32662,29.514298,-82.09829
Lowell,Marion,P.O. Box,32663,29.342404,-82.212649
Mc Intosh,Marion,P.O. Box,32664,29.450353,-82.22069
Melrose,Putnam,Standard,32666,29.733375,-82.01048
Micanopy,Alachua,Standard,32667,29.502067,-82.27775
Morriston,Levy,Standard,32668,29.282158,-82.51776
Newberry,Alachua,Standard,32669,29.640613,-82.59446
Old Town,Dixie,Standard,32680,29.643244,-82.99026
Orange Lake,Marion,P.O. Box,32681,29.425291,-82.2158
Otter Creek,Levy,P.O. Box,32683,29.319173,-82.77965
Reddick,Marion,Standard,32686,29.364039,-82.23483
Suwannee,Dixie,P.O. Box,32692,29.330426,-83.14401
Trenton,Gilchrist,Standard,32693,29.598935,-82.82752
Waldo,Alachua,Standard,32694,29.789597,-82.1621
Williston,Levy,Standard,32696,29.369207,-82.49831
Worthington Springs,Union,P.O. Box,32697,29.931204,-82.42643
Altamonte Springs,Seminole,Standard,32701,28.666249,-81.36796
Altoona,Lake,Standard,32702,29.046215,-81.64043
Apopka,Orange,Standard,32703,28.658395,-81.50319
Apopka,Orange,P.O. Box,32704,28.566338,-81.260818
Cassadaga,Volusia,P.O. Box,32706,28.965591,-81.23654
Casselberry,Seminole,Standard,32707,28.665125,-81.31772
Winter Springs,Seminole,Standard,32708,28.683408,-81.28151
Christmas,Orange,Standard,32709,28.513011,-80.99418
Clarcona,Orange,P.O. Box,32710,28.566338,-81.260818
Apopka,Orange,Standard,32712,28.713173,-81.52359
Debary,Volusia,Standard,32713,28.888595,-81.31212
Altamonte Springs,Seminole,Standard,32714,28.663913,-81.41112
Altamonte Springs,Seminole,P.O. Box,32715,28.744752,-81.22328
Altamonte Springs,Seminole,P.O. Box,32716,28.744752,-81.22328
Casselberry,Seminole,P.O. Box,32718,28.744752,-81.22328
Winter Springs,Seminole,P.O. Box,32719,28.744752,-81.22328
Deland,Volusia,Standard,32720,29.021782,-81.33352
Deland,Volusia,P.O. Box,32721,28.997288,-81.299521
Glenwood,Volusia,P.O. Box,32722,29.022729,-81.172169
Deland,Volusia,Unique,32723,29.03,-81.3
Deland,Volusia,Standard,32724,29.039757,-81.27927
Deltona,Volusia,Standard,32725,28.902426,-81.24515
Eustis,Lake,Standard,32726,28.850617,-81.68034
Eustis,Lake,P.O. Box,32727,28.855517,-81.674147
Deltona,Volusia,P.O. Box,32728,29.022729,-81.172169
Casselberry,Seminole,Standard,32730,28.653875,-81.34387
Geneva,Seminole,Standard,32732,28.746588,-81.10985
Goldenrod,Seminole,P.O. Box,32733,28.613308,-81.258108
Grand Island,Lake,Standard,32735,28.893559,-81.74343
Eustis,Lake,Standard,32736,28.895482,-81.5228
Deltona,Volusia,Standard,32738,28.910383,-81.18764
Deltona,Volusia,P.O. Box,32739,29.022729,-81.172169
Lake Helen,Volusia,Standard,32744,28.985274,-81.23495
Mid Florida,Seminole,P.O. Box,32745,28.77368,-81.390498
Lake Mary,Seminole,Standard,32746,28.758133,-81.33992
Lake Monroe,Seminole,P.O. Box,32747,28.827219,-81.332888
Longwood,Seminole,Standard,32750,28.703674,-81.35384
Maitland,Orange,Standard,32751,28.628359,-81.35942
Longwood,Seminole,P.O. Box,32752,28.744752,-81.22328
Debary,Volusia,P.O. Box,32753,28.88,-81.31
Mims,Brevard,Standard,32754,28.707648,-80.89049
Mount Dora,Lake,P.O. Box,32756,28.811078,-81.653642
Mount Dora,Lake,Standard,32757,28.786272,-81.64475
Oak Hill,Volusia,Standard,32759,28.868986,-80.85374
Oviedo,Seminole,P.O. Box,32762,28.744752,-81.22328
Orange City,Volusia,Standard,32763,28.945857,-81.30512
Osteen,Volusia,Standard,32764,28.834172,-81.0948
Oviedo,Seminole,Standard,32765,28.656375,-81.21026
Oviedo,Seminole,Standard,32766,28.639275,-81.11906
Paisley,Lake,Standard,32767,29.008612,-81.50174
Plymouth,Orange,P.O. Box,32768,28.698542,-81.569764
Sanford,Seminole,Standard,32771,28.803979,-81.28761
Sanford,Seminole,P.O. Box,32772,28.80722,-81.250236
Sanford,Seminole,Standard,32773,28.769173,-81.27631
Orange City,Volusia,P.O. Box,32774,29.022729,-81.172169
Scottsmoor,Brevard,P.O. Box,32775,28.76507,-80.87315
Sorrento,Lake,Standard,32776,28.804039,-81.53689
Tangerine,Orange,P.O. Box,32777,28.566338,-81.260818
Tavares,Lake,Standard,32778,28.799017,-81.73184
Longwood,Seminole,Standard,32779,28.704874,-81.41711
Titusville,Brevard,Standard,32780,28.564077,-80.81695
Titusville,Brevard,P.O. Box,32781,28.306726,-80.686159
Titusville,Brevard,P.O. Box,32783,28.306726,-80.686159
Umatilla,Lake,Standard,32784,28.948549,-81.70621
Winter Park,Orange,Standard,32789,28.598677,-81.35594
Winter Park,Orange,P.O. Box,32790,28.566338,-81.260818
Longwood,Seminole,P.O. Box,32791,28.744752,-81.22328
Winter Park,Orange,Standard,32792,28.607077,-81.30606
Winter Park,Orange,P.O. Box,32793,28.566338,-81.260818
Maitland,Orange,P.O. Box,32794,28.566338,-81.260818
Lake Mary,Seminole,P.O. Box,32795,28.744752,-81.22328
Titusville,Brevard,Standard,32796,28.623371,-80.84123
Zellwood,Orange,Standard,32798,28.716923,-81.5754
Mid Florida,Seminole,P.O. Box,32799,28.744752,-81.22328
Orlando,Orange,Standard,32801,28.541879,-81.37446
Orlando,Orange,P.O. Box,32802,28.519024,-81.343903
Orlando,Orange,Standard,32803,28.557579,-81.35244
Orlando,Orange,Standard,32804,28.577723,-81.3931
Orlando,Orange,Standard,32805,28.53028,-81.40089
Orlando,Orange,Standard,32806,28.51483,-81.36054
Orlando,Orange,Standard,32807,28.546897,-81.30774
Orlando,Orange,Standard,32808,28.576028,-81.44369
Orlando,Orange,Standard,32809,28.463482,-81.38814
Orlando,Orange,Standard,32810,28.619445,-81.42695
Orlando,Orange,Standard,32811,28.52493,-81.43994
Orlando,Orange,Standard,32812,28.493531,-81.32609
Orlando,Orange,Standard,32814,28.566338,-81.260818
Orlando,Brevard,P.O. Box,32815,28.306726,-80.686159
Orlando,Orange,Unique,32816,28.566338,-81.260818
Orlando,Orange,Standard,32817,28.591692,-81.24717
Orlando,Orange,Standard,32818,28.583103,-81.48608
Orlando,Orange,Standard,32819,28.463509,-81.47514
Orlando,Orange,Standard,32820,28.561242,-81.10735
Orlando,Orange,Standard,32821,28.391608,-81.47345
Orlando,Orange,Standard,32822,28.494931,-81.28949
Orlando,Orange,Standard,32824,28.410872,-81.35898
Orlando,Orange,Standard,32825,28.543248,-81.2456
Orlando,Orange,Standard,32826,28.584177,-81.18634
Orlando,Orange,Standard,32827,28.425221,-81.30353
Orlando,Orange,Standard,32828,28.542132,-81.18404
Orlando,Orange,Standard,32829,28.491653,-81.26436
Orlando,Orange,P.O. Box,32830,28.385549,-81.505894
Orlando,Orange,Standard,32831,28.458149,-81.13666
Orlando,Orange,Standard,32832,28.395979,-81.17653
Orlando,Orange,Standard,32833,28.511879,-81.09078
Orlando,Orange,Standard,32834,28.566338,-81.260818
Orlando,Orange,Standard,32835,28.528789,-81.47863
Orlando,Orange,Standard,32836,28.401151,-81.52488
Orlando,Orange,Standard,32837,28.385906,-81.41182
Orlando,Orange,Standard,32839,28.489758,-81.40625
Orlando,Orange,P.O. Box,32853,28.566338,-81.260818
Orlando,Orange,P.O. Box,32854,28.566338,-81.260818
Orlando,Orange,P.O. Box,32855,28.550028,-81.104185
Orlando,Orange,P.O. Box,32856,28.548379,-81.420092
Orlando,Orange,P.O. Box,32857,28.566338,-81.260818
Orlando,Orange,P.O. Box,32858,28.566338,-81.260818
Orlando,Orange,P.O. Box,32859,28.442926,-81.402613
Orlando,Orange,P.O. Box,32860,28.566338,-81.260818
Orlando,Orange,P.O. Box,32861,28.566338,-81.260818
Orlando,Orange,P.O. Box,32862,28.417368,-81.332763
Orlando,Orange,P.O. Box,32867,28.566338,-81.260818
Orlando,Orange,P.O. Box,32868,28.566338,-81.260818
Orlando,Orange,P.O. Box,32869,28.566338,-81.260818
Orlando,Orange,P.O. Box,32872,28.566338,-81.260818
Orlando,Orange,P.O. Box,32877,28.566338,-81.260818
Orlando,Orange,P.O. Box,32878,28.566338,-81.260818
Orlando,Orange,Unique,32885,28.54,-81.38
Orlando,Orange,Unique,32886,28.566338,-81.260818
Orlando,Orange,Unique,32887,28.566338,-81.260818
Orlando,Orange,Unique,32891,28.566338,-81.260818
Orlando,Orange,Unique,32896,28.32,-81.23
Orlando,Orange,Unique,32897,28.566338,-81.260818
Orlando,Brevard,Unique,32899,28.306726,-80.686159
Melbourne,Brevard,Standard,32901,28.077494,-80.61987
Melbourne,Brevard,P.O. Box,32902,28.306726,-80.686159
Indialantic,Brevard,Standard,32903,28.103191,-80.57414
Melbourne,Brevard,Standard,32904,28.073891,-80.67167
Palm Bay,Brevard,Standard,32905,28.031689,-80.60014
Palm Bay,Brevard,P.O. Box,32906,28.067128,-80.650341
Palm Bay,Brevard,Standard,32907,28.012241,-80.67729
Palm Bay,Brevard,Standard,32908,27.958982,-80.68591
Palm Bay,Brevard,Standard,32909,27.950975,-80.64679
Palm Bay,Brevard,P.O. Box,32910,28.306726,-80.686159
Palm Bay,Brevard,P.O. Box,32911,28.306726,-80.686159
Melbourne,Brevard,P.O. Box,32912,28.306726,-80.686159
Melbourne,Brevard,Unique,32919,28.306726,-80.686159
Cape Canaveral,Brevard,Standard,32920,28.390932,-80.60501
Cocoa,Brevard,Standard,32922,28.366284,-80.74196
Cocoa,Brevard,P.O. Box,32923,28.427535,-80.828991
Cocoa,Brevard,P.O. Box,32924,28.306726,-80.686159
Patrick AFB,Brevard,Standard,32925,28.235092,-80.60159
Cocoa,Brevard,Standard,32926,28.392933,-80.79585
Cocoa,Brevard,Standard,32927,28.47123,-80.79887
Cocoa Beach,Brevard,Standard,32931,28.326985,-80.61119
Cocoa Beach,Brevard,P.O. Box,32932,28.306726,-80.686159
Melbourne,Brevard,Standard,32934,28.137443,-80.69211
Melbourne,Brevard,Standard,32935,28.13926,-80.65077
Melbourne,Brevard,P.O. Box,32936,28.306726,-80.686159
Satellite Beach,Brevard,Standard,32937,28.172041,-80.59957
Melbourne,Brevard,Standard,32940,28.21981,-80.69402
Melbourne,Brevard,P.O. Box,32941,27.924577,-80.523463
Fellsmere,Indian River,Standard,32948,27.762118,-80.59472
Grant,Brevard,Standard,32949,27.929103,-80.52879
Malabar,Brevard,Standard,32950,27.974173,-80.56986
Melbourne Beach,Brevard,Standard,32951,28.01514,-80.53518
Merritt Island,Brevard,Standard,32952,28.350373,-80.6691
Merritt Island,Brevard,Standard,32953,28.396301,-80.70198
Merritt Island,Brevard,P.O. Box,32954,28.22571,-80.673356
Rockledge,Brevard,Standard,32955,28.308581,-80.72558
Rockledge,Brevard,P.O. Box,32956,28.329785,-80.732327
Roseland,Indian River,P.O. Box,32957,27.709049,-80.572557
Sebastian,Indian River,Standard,32958,27.78783,-80.48266
Sharpes,Brevard,P.O. Box,32959,28.306726,-80.686159
Vero Beach,Indian River,Standard,32960,27.636828,-80.40294
Vero Beach,Indian River,P.O. Box,32961,27.617473,-80.423083
Vero Beach,Indian River,Standard,32962,27.582151,-80.39141
Vero Beach,Indian River,Standard,32963,27.676376,-80.37248
Vero Beach,Indian River,P.O. Box,32964,27.709049,-80.572557
Vero Beach,Indian River,P.O. Box,32965,27.709049,-80.572557
Vero Beach,Indian River,Standard,32966,27.645377,-80.51468
Vero Beach,Indian River,Standard,32967,27.724801,-80.49708
Vero Beach,Indian River,Standard,32968,27.594718,-80.45722
Vero Beach,Indian River,P.O. Box,32969,27.709049,-80.572557
Wabasso,Indian River,P.O. Box,32970,27.750176,-80.45364
Winter Beach,Indian River,P.O. Box,32971,27.709049,-80.572557
Sebastian,Brevard,Standard,32976,27.877504,-80.51457
Sebastian,Indian River,P.O. Box,32978,27.709049,-80.572557
Long Key,Monroe,P.O. Box,33001,24.841814,-80.79405
Hialeah,Miami-Dade,P.O. Box,33002,25.558428,-80.458168
Dania,Broward,Standard,33004,26.051916,-80.14526
Hallandale,Broward,P.O. Box,33008,26.145724,-80.448254
Hallandale,Broward,Standard,33009,25.987069,-80.15004
Hialeah,Miami-Dade,Standard,33010,25.832374,-80.27874
Hialeah,Miami-Dade,P.O. Box,33011,25.558428,-80.458168
Hialeah,Miami-Dade,Standard,33012,25.864773,-80.30069
Hialeah,Miami-Dade,Standard,33013,25.860373,-80.27174
Hialeah,Miami-Dade,Standard,33014,25.902172,-80.30732
Hialeah,Miami-Dade,Standard,33015,25.938687,-80.3182
Hialeah,Miami-Dade,Standard,33016,25.887983,-80.33284
Hialeah,Miami-Dade,P.O. Box,33017,25.558428,-80.458168
Hialeah,Miami-Dade,Standard,33018,25.895557,-80.35509
Hollywood,Broward,Standard,33019,26.018967,-80.12231
Hollywood,Broward,Standard,33020,26.016984,-80.14925
Hollywood,Broward,Standard,33021,26.023634,-80.18922
Hollywood,Broward,P.O. Box,33022,26.013368,-80.144217
Hollywood,Broward,Standard,33023,25.989119,-80.21318
Hollywood,Broward,Standard,33024,26.023567,-80.23851
Hollywood,Broward,Standard,33025,25.990494,-80.27326
Pembroke Pines,Broward,Standard,33026,26.0267,-80.29443
Hollywood,Broward,Standard,33027,25.981409,-80.34491
Pembroke Pines,Broward,Standard,33028,26.018418,-80.34798
Hollywood,Broward,Standard,33029,26.006373,-80.40212
Homestead,Miami-Dade,Standard,33030,25.479438,-80.48687
Homestead,Miami-Dade,Standard,33031,25.526214,-80.49632
Homestead,Miami-Dade,Standard,33032,25.524528,-80.40521
Homestead,Miami-Dade,Standard,33033,25.487988,-80.42692
Homestead,Miami-Dade,Standard,33034,25.431506,-80.51382
Homestead,Miami-Dade,Standard,33035,25.457913,-80.44781
Islamorada,Monroe,Standard,33036,24.91828,-80.63676
Key Largo,Monroe,Standard,33037,25.137661,-80.40735
Homestead,Miami-Dade,Unique,33039,25.558428,-80.458168
Key West,Monroe,Standard,33040,24.567593,-81.7566
Key West,Monroe,P.O. Box,33041,25.100957,-81.568862
Summerland Key,Monroe,Standard,33042,24.663121,-81.48694
Big Pine Key,Monroe,Standard,33043,24.675731,-81.34359
Key West,Monroe,P.O. Box,33045,25.100957,-81.568862
Marathon,Monroe,Standard,33050,24.731758,-81.0278
Key Colony Beach,Monroe,P.O. Box,33051,24.72339,-81.020281
Marathon Shores,Monroe,P.O. Box,33052,24.723283,-81.063249
Opa Locka,Miami-Dade,Standard,33054,25.909039,-80.24945
Opa Locka,Miami-Dade,Standard,33055,25.94422,-80.2773
Miami Gardens,Miami-Dade,Standard,33056,25.946754,-80.24962
Pompano Beach,Broward,Standard,33060,26.232009,-80.12211
Pompano Beach,Broward,P.O. Box,33061,26.253909,-80.134216
Pompano Beach,Broward,Standard,33062,26.236792,-80.09594
Pompano Beach,Broward,Standard,33063,26.251909,-80.21016
Pompano Beach,Broward,Standard,33064,26.279108,-80.11319
Coral Springs,Broward,Standard,33065,26.272608,-80.25589
Pompano Beach,Broward,Standard,33066,26.253238,-80.17799
Pompano Beach,Broward,Standard,33067,26.3007,-80.22727
Pompano Beach,Broward,Standard,33068,26.21606,-80.21776
Pompano Beach,Broward,Standard,33069,26.22876,-80.15816
Tavernier,Monroe,Standard,33070,25.006349,-80.53139
Coral Springs,Broward,Standard,33071,26.242559,-80.26564
Pompano Beach,Broward,P.O. Box,33072,26.233459,-80.092365
Pompano Beach,Broward,Standard,33073,26.305433,-80.18287
Pompano Beach,Broward,P.O. Box,33074,26.145724,-80.448254
Coral Springs,Broward,P.O. Box,33075,26.145724,-80.448254
Pompano Beach,Broward,Standard,33076,26.30116,-80.2731
Pompano Beach,Broward,P.O. Box,33077,26.145724,-80.448254
Hollywood,Broward,P.O. Box,33081,26.145724,-80.448254
Pembroke Pines,Broward,P.O. Box,33082,26.145724,-80.448254
Hollywood,Broward,P.O. Box,33083,26.145724,-80.448254
Hollywood,Broward,P.O. Box,33084,26.289057,-80.129816
Homestead,Miami-Dade,P.O. Box,33090,25.558428,-80.458168
Homestead,Miami-Dade,P.O. Box,33092,25.558428,-80.458168
Margate,Broward,P.O. Box,33093,26.145724,-80.448254
Coconut Creek,Broward,P.O. Box,33097,26.145724,-80.448254
Miami,Miami-Dade,P.O. Box,33101,25.779076,-80.19782
Miami,Miami-Dade,P.O. Box,33102,25.558428,-80.458168
Miami,Miami-Dade,Unique,33106,25.84,-80.22
Miami Beach,Miami-Dade,Standard,33109,25.759474,-80.13907
Miami,Miami-Dade,P.O. Box,33111,25.558428,-80.458168
Miami,Miami-Dade,Unique,33112,25.79,-80.38
Coral Gables,Miami-Dade,P.O. Box,33114,25.558428,-80.458168
Miami,Miami-Dade,P.O. Box,33116,25.558428,-80.458168
Miami Beach,Miami-Dade,P.O. Box,33119,25.784526,-80.131967
Miami,Miami-Dade,Standard,33122,25.799962,-80.31775
Miami,Miami-Dade,P.O. Box,33124,25.558428,-80.458168
Miami,Miami-Dade,Standard,33125,25.782176,-80.23607
Miami,Miami-Dade,Standard,33126,25.777977,-80.29718
Miami,Miami-Dade,Standard,33127,25.813808,-80.2058
Miami,Miami-Dade,Standard,33128,25.777143,-80.20225
Miami,Miami-Dade,Standard,33129,25.757227,-80.20656
Miami,Miami-Dade,Standard,33130,25.768277,-80.20339
Miami,Miami-Dade,Standard,33131,25.767368,-80.1893
Miami,Miami-Dade,Standard,33132,25.784326,-80.18753
Miami,Miami-Dade,Standard,33133,25.730678,-80.2441
Miami,Miami-Dade,Standard,33134,25.753927,-80.27034
Miami,Miami-Dade,Standard,33135,25.766577,-80.23576
Miami,Miami-Dade,Standard,33136,25.786326,-80.2029
Miami,Miami-Dade,Standard,33137,25.817325,-80.19046
Miami,Miami-Dade,Standard,33138,25.853184,-80.18622
Miami Beach,Miami-Dade,Standard,33139,25.784276,-80.14126
Miami Beach,Miami-Dade,Standard,33140,25.814225,-80.13085
Miami Beach,Miami-Dade,Standard,33141,25.858573,-80.12973
Miami,Miami-Dade,Standard,33142,25.812625,-80.2369
Miami,Miami-Dade,Standard,33143,25.702929,-80.29642
Miami,Miami-Dade,Standard,33144,25.76226,-80.30839
Miami,Miami-Dade,Standard,33145,25.753177,-80.23327
Miami,Miami-Dade,Standard,33146,25.720728,-80.27255
Miami,Miami-Dade,Standard,33147,25.850124,-80.23773
Key Biscayne,Miami-Dade,Standard,33149,25.700966,-80.16195
Miami,Miami-Dade,Standard,33150,25.851974,-80.20566
Miami,Miami-Dade,P.O. Box,33151,25.832074,-80.20942
Miami,Miami-Dade,P.O. Box,33152,25.795476,-80.312873
Miami,Miami-Dade,P.O. Box,33153,25.865523,-80.193619
Miami Beach,Miami-Dade,Standard,33154,25.881391,-80.1276
Miami,Miami-Dade,Standard,33155,25.739011,-80.30685
Miami,Miami-Dade,Standard,33156,25.66558,-80.30688
Miami,Miami-Dade,Standard,33157,25.606583,-80.34859
Miami,Miami-Dade,Standard,33158,25.637132,-80.31641
North Miami Beach,Miami-Dade,Standard,33160,25.941535,-80.13861
Miami,Miami-Dade,Standard,33161,25.893372,-80.18164
Miami,Miami-Dade,Standard,33162,25.929571,-80.17839
Miami,Miami-Dade,P.O. Box,33163,25.94497,-80.21452
Miami,Miami-Dade,P.O. Box,33164,25.558428,-80.458168
Miami,Miami-Dade,Standard,33165,25.734828,-80.3583
Miami,Miami-Dade,Standard,33166,25.824725,-80.30476
Miami,Miami-Dade,Standard,33167,25.885739,-80.23264
Miami,Miami-Dade,Standard,33168,25.892185,-80.21032
Miami,Miami-Dade,Standard,33169,25.94267,-80.21276
Miami,Miami-Dade,Standard,33170,25.559785,-80.41664
Miami,Miami-Dade,Standard,33172,25.786634,-80.36151
Miami,Miami-Dade,Standard,33173,25.702429,-80.36184
Miami,Miami-Dade,Standard,33174,25.763044,-80.35919
Miami,Miami-Dade,Standard,33175,25.733204,-80.41197
Miami,Miami-Dade,Standard,33176,25.653431,-80.35999
Miami,Miami-Dade,Standard,33177,25.595983,-80.40234
Miami,Miami-Dade,Standard,33178,25.837696,-80.36947
Miami,Miami-Dade,Standard,33179,25.95872,-80.17941
Miami,Miami-Dade,Standard,33180,25.962069,-80.14465
Miami,Miami-Dade,Standard,33181,25.897372,-80.16048
Miami,Miami-Dade,Standard,33182,25.781127,-80.40467
Miami,Miami-Dade,Standard,33183,25.699968,-80.40811
Miami,Miami-Dade,Standard,33184,25.759184,-80.40773
Miami,Miami-Dade,Standard,33185,25.723173,-80.43995
Miami,Miami-Dade,Standard,33186,25.662292,-80.40947
Miami,Miami-Dade,Standard,33187,25.596234,-80.4765
Miami,Miami-Dade,Unique,33188,25.558428,-80.458168
Miami,Miami-Dade,Standard,33189,25.574834,-80.3467
Miami,Miami-Dade,Standard,33190,25.56071,-80.3494
Miami,Miami-Dade,Standard,33191,NA,NA
Miami,Miami-Dade,Standard,33192,25.558428,-80.458168
Miami,Miami-Dade,Standard,33193,25.70028,-80.44721
Miami,Miami-Dade,Standard,33194,25.745549,-80.4651
Miami,Miami-Dade,Standard,33195,25.772876,-80.187019
Miami,Miami-Dade,Standard,33196,25.650232,-80.45925
Miami,Miami-Dade,P.O. Box,33197,25.558428,-80.458168
Miami,Miami-Dade,Standard,33198,NA,NA
Miami,Miami-Dade,Unique,33199,25.558428,-80.458168
Miami,Miami-Dade,Unique,33206,25.72,-80.26
Miami,Miami-Dade,P.O. Box,33222,25.93,-80.23
Miami,Miami-Dade,P.O. Box,33231,25.558428,-80.458168
Miami,Miami-Dade,P.O. Box,33233,25.558428,-80.458168
Miami,Miami-Dade,P.O. Box,33234,25.558428,-80.458168
Miami,Miami-Dade,P.O. Box,33238,25.558428,-80.458168
Miami Beach,Miami-Dade,P.O. Box,33239,25.558428,-80.458168
Miami,Miami-Dade,P.O. Box,33242,25.558428,-80.458168
Miami,Miami-Dade,P.O. Box,33243,25.558428,-80.458168
Miami,Miami-Dade,P.O. Box,33245,25.558428,-80.458168
